FractureX[m],FractureY[m],FractureZ[m],Formation
14667187.62,4524621.754,-6460.189532,Fracture
14667518.08,4524625.875,-6460.043567,Fracture
14666140.96,4524642.238,-6468.334391,Fracture
14667850.98,4524635.766,-6447.837371,Fracture
14668265.58,4524612.387,-6453.457282,Fracture
14667694.45,4524644.963,-6431.531585,Fracture
14668085.79,4524646.555,-6470.126185,Fracture
14666808.85,4524674.291,-6470.67541,Fracture
14667921.38,4524677.871,-6456.902568,Fracture
14667379.91,4524695.058,-6433.444331,Fracture
14668090.85,4524672.508,-6439.967902,Fracture
14667037.29,4524700.446,-6452.707667,Fracture
14666288.25,4524730.433,-6466.502848,Fracture
14666679.39,4524746.213,-6452.086871,Fracture
14666094.06,4524749.492,-6452.199656,Fracture
14667285.44,4524778.111,-6439.84323,Fracture
14666093.77,4524805.419,-6452.84347,Fracture
14667266.1,4524797.55,-6428.634185,Fracture
14667239.25,4524886.474,-6442.155589,Fracture
14667364.45,4524903.37,-6434.849687,Fracture
14666526.61,4524963.922,-6455.957072,Fracture
14666919.08,4525009.423,-6444.158999,Fracture
14669192.26,4520708.155,-6499.475222,Fracture
14669287.73,4520728.124,-6494.159495,Fracture
14669351.54,4520893.796,-6507.754283,Fracture
14669719.51,4520951.204,-6516.90253,Fracture
14668110.8,4521060.232,-6518.778605,Fracture
14668029.65,4521086.858,-6502.529086,Fracture
14668065,4521098.37,-6503.68217,Fracture
14667780.57,4521250.952,-6504.156329,Fracture
14668078.86,4521286.225,-6512.833926,Fracture
14667601.74,4521338.271,-6523.578143,Fracture
14669544.37,4521353.035,-6488.08816,Fracture
14668395.05,4521358.418,-6478.983027,Fracture
14668512.82,4521391.747,-6483.843653,Fracture
14667252.19,4521407.605,-6505.313296,Fracture
14667163.27,4521421.671,-6513.783984,Fracture
14667698.81,4521421.466,-6523.717486,Fracture
14669105.91,4521418.079,-6497.983683,Fracture
14668070.42,4521445.906,-6514.669947,Fracture
14667114.51,4521464.313,-6503.14741,Fracture
14667328.99,4521477.785,-6485.115245,Fracture
14667190.48,4521494.559,-6506.158343,Fracture
14667224.01,4521493.909,-6482.62733,Fracture
14667198.53,4521496.628,-6503.892794,Fracture
14667477.01,4521499.049,-6499.771006,Fracture
14667523.65,4521497.963,-6512.379435,Fracture
14668067.06,4521504.329,-6504.75516,Fracture
14668060.03,4521508.324,-6504.281199,Fracture
14669792.55,4521505.759,-6485.893336,Fracture
14667322.51,4521526.33,-6488.325297,Fracture
14667692.1,4521522.989,-6502.648951,Fracture
14667503.11,4521534.637,-6497.856242,Fracture
14668614.04,4521533.427,-6514.904185,Fracture
14666715.24,4521578.834,-6505.120829,Fracture
14666721.71,4521584.881,-6494.857753,Fracture
14666757.16,4521565.785,-6483.433276,Fracture
14667350.11,4521582.339,-6482.56576,Fracture
14666720.56,4521591.491,-6481.510737,Fracture
14666870.21,4521584.806,-6477.59756,Fracture
14667168.81,4521606.012,-6471.88029,Fracture
14667460.44,4521612.743,-6478.925731,Fracture
14667617.7,4521610.124,-6509.874919,Fracture
14666893.51,4521600.829,-6476.811717,Fracture
14666929.17,4521606.728,-6470.704226,Fracture
14666546.53,4521640.787,-6520.53786,Fracture
14666928.68,4521637.607,-6486.15063,Fracture
14666443.52,4521677.422,-6497.193415,Fracture
14666932.01,4521652.968,-6481.196666,Fracture
14666758.89,4521689.081,-6472.984607,Fracture
14667242.88,4521711.597,-6497.44382,Fracture
14667267,4521714.533,-6471.5237,Fracture
14666576.45,4521698.119,-6496.413539,Fracture
14667736.58,4521717.037,-6494.887217,Fracture
14668172.11,4521711.219,-6515.952136,Fracture
14666462.58,4521709.077,-6516.410495,Fracture
14666583.59,4521712.858,-6503.904086,Fracture
14667336.24,4521752.797,-6492.058001,Fracture
14669002.09,4521741.131,-6505.281672,Fracture
14666903.75,4521734.349,-6461.74908,Fracture
14667317.04,4521798.816,-6498.551005,Fracture
14667075,4521805.264,-6476.328257,Fracture
14667753.06,4521846.039,-6507.454806,Fracture
14668117.91,4521855.302,-6496.274813,Fracture
14666074.31,4521859.352,-6524.537005,Fracture
14666275.31,4521856.827,-6521.025904,Fracture
14666709.36,4521872.736,-6472.087603,Fracture
14670087.87,4521904.111,-6479.307017,Fracture
14666814.68,4521920.164,-6494.581271,Fracture
14666489.38,4521928.73,-6510.906909,Fracture
14666596.77,4521931.127,-6496.127856,Fracture
14667335.19,4521968.436,-6479.602572,Fracture
14667899.88,4521968.922,-6484.572734,Fracture
14668288.97,4521958.975,-6497.005557,Fracture
14666418.22,4521963.232,-6519.079943,Fracture
14668710.79,4521968.73,-6495.339015,Fracture
14666054.88,4521974.344,-6507.49985,Fracture
14666263.95,4521972.216,-6493.300402,Fracture
14667630.13,4521998.753,-6501.106501,Fracture
14667330.55,4522013.396,-6464.880976,Fracture
14666109.84,4522002.17,-6498.321261,Fracture
14667506.79,4522015.483,-6506.895472,Fracture
14667939.59,4522016.439,-6504.20151,Fracture
14668467.12,4522013.26,-6507.122638,Fracture
14666238.62,4522010.193,-6519.506022,Fracture
14667134.89,4522010.81,-6460.980517,Fracture
14666162.17,4522027.92,-6517.67464,Fracture
14666610.56,4522028.974,-6492.744944,Fracture
14668223.54,4522044.137,-6496.804232,Fracture
14668331.91,4522046.866,-6489.353717,Fracture
14665837.37,4522042.668,-6508.59949,Fracture
14666619.43,4522039.117,-6489.696193,Fracture
14666828.66,4522036.307,-6474.21181,Fracture
14668170.2,4522052.356,-6497.923381,Fracture
14666279.88,4522054.627,-6526.347529,Fracture
14666762.91,4522064.596,-6475.651843,Fracture
14666088.29,4522077.423,-6520.897593,Fracture
14666967.6,4522081.402,-6477.341006,Fracture
14667397.86,4522131.117,-6489.874881,Fracture
14668816.94,4522122.103,-6493.01945,Fracture
14666435.28,4522124.175,-6493.189059,Fracture
14666876.48,4522123.12,-6472.850283,Fracture
14666031.78,4522129.136,-6525.305186,Fracture
14666701.3,4522136.793,-6486.410289,Fracture
14666822.14,4522186.059,-6477.103129,Fracture
14667983.47,4522201.748,-6518.877421,Fracture
14668168.81,4522207.626,-6514.94337,Fracture
14667965.5,4522220.148,-6502.918429,Fracture
14668762.34,4522211.197,-6497.127856,Fracture
14668767.29,4522219.219,-6475.208194,Fracture
14666189.69,4522217.808,-6506.694278,Fracture
14667438.16,4522238.154,-6489.144793,Fracture
14667095.25,4522224.244,-6483.209658,Fracture
14668313.12,4522241.421,-6504.246844,Fracture
14667787.58,4522252.488,-6485.470912,Fracture
14666842.15,4522255.214,-6489.188128,Fracture
14666885.98,4522273.599,-6491.857768,Fracture
14666308.01,4522283.882,-6527.431933,Fracture
14666903.38,4522288.401,-6473.422831,Fracture
14667080.39,4522331.344,-6486.554339,Fracture
14668123.23,4522347.829,-6512.694552,Fracture
14666984.16,4522338.194,-6496.665637,Fracture
14666474.91,4522358.133,-6502.780612,Fracture
14666507.58,4522383.036,-6513.656977,Fracture
14668519.09,4522391.208,-6504.108851,Fracture
14668554.78,4522417.949,-6510.48022,Fracture
14666715.74,4522410.99,-6515.005389,Fracture
14668314.53,4522426.512,-6492.773753,Fracture
14666909.02,4522417.899,-6477.576495,Fracture
14667026.08,4522422.197,-6489.306742,Fracture
14666264.8,4522435.881,-6529.546244,Fracture
14667844.67,4522448.238,-6493.186053,Fracture
14668217.51,4522458.379,-6493.909114,Fracture
14668233.77,4522450.142,-6506.442027,Fracture
14668388.43,4522451.645,-6499.354037,Fracture
14666675.76,4522456.244,-6496.471927,Fracture
14668504.67,4522461.925,-6485.886172,Fracture
14666506.77,4522476.08,-6500.219897,Fracture
14667564.64,4522506.449,-6476.601138,Fracture
14666559.89,4522512.777,-6519.227595,Fracture
14668368.02,4522523.025,-6502.549128,Fracture
14667826.69,4522536.137,-6506.72333,Fracture
14667272.22,4522532.353,-6488.775073,Fracture
14667734.19,4522555.418,-6480.671077,Fracture
14667983.48,4522557.552,-6505.682383,Fracture
14667333.54,4522546.217,-6487.991954,Fracture
14667704.24,4522576.637,-6508.265078,Fracture
14667538.04,4522590.031,-6476.269038,Fracture
14669784.28,4522587.137,-6491.18835,Fracture
14668640.51,4522601.917,-6493.777667,Fracture
14668595.91,4522615.313,-6487.301043,Fracture
14666799.25,4522639.888,-6505.324885,Fracture
14668125.04,4522661.916,-6484.337565,Fracture
14665260.62,4522667.211,-6492.886126,Fracture
14667067.34,4522672.077,-6475.095202,Fracture
14667214.3,4522664.807,-6504.621768,Fracture
14667237.71,4522664.001,-6500.63531,Fracture
14668082.75,4522688.316,-6512.832614,Fracture
14666569.8,4522678.51,-6506.949282,Fracture
14667301.54,4522687.288,-6495.225573,Fracture
14666199.69,4522701.862,-6527.350695,Fracture
14668194.68,4522714.748,-6500.31615,Fracture
14669145.31,4522709.564,-6484.960841,Fracture
14667074.02,4522713.811,-6477.035151,Fracture
14668821.76,4522728.439,-6510.824122,Fracture
14666599.76,4522721.061,-6524.237132,Fracture
14667333.9,4522714.035,-6482.261752,Fracture
14666470.59,4522732.771,-6520.968844,Fracture
14667013.2,4522734.058,-6507.678065,Fracture
14665086.52,4522748.734,-6503.483973,Fracture
14667721.01,4522775.731,-6484.476962,Fracture
14668816.79,4522767.594,-6504.243052,Fracture
14666767.41,4522758.837,-6512.674624,Fracture
14668977.85,4522787.947,-6490.060229,Fracture
14667774.83,4522818.811,-6485.302348,Fracture
14666214.43,4522813.566,-6493.391154,Fracture
14667403.18,4522805.928,-6477.367579,Fracture
14667789.91,4522826.594,-6492.209101,Fracture
14668681.46,4522823.374,-6506.951541,Fracture
14667727.96,4522870.687,-6488.8949,Fracture
14670492.92,4522843.987,-6516.432811,Fracture
14665991.16,4522876.894,-6490.955729,Fracture
14667785.34,4522891.634,-6492.788813,Fracture
14668062.86,4522889.768,-6494.776255,Fracture
14668397.39,4522890.374,-6510.138987,Fracture
14668700.69,4522882.831,-6485.682704,Fracture
14667345.08,4522920.414,-6485.79877,Fracture
14670037.15,4522936.485,-6485.742389,Fracture
14667405.57,4522941.834,-6493.258799,Fracture
14666397.31,4522958.064,-6514.677584,Fracture
14667824.61,4522983.141,-6474.488993,Fracture
14668482.08,4522989.514,-6476.14197,Fracture
14668573.77,4522987.344,-6478.608615,Fracture
14668802.68,4522983.721,-6485.245982,Fracture
14665246.88,4522987.257,-6471.41714,Fracture
14667717.09,4523005.701,-6501.737597,Fracture
14667744.25,4523000.26,-6503.95589,Fracture
14668244.95,4522999.01,-6482.506701,Fracture
14667550.37,4522995.072,-6482.643184,Fracture
14666937.2,4523012.154,-6498.255877,Fracture
14667714.02,4523033.375,-6475.422641,Fracture
14667744.57,4523035.937,-6495.813922,Fracture
14667245.26,4523019.134,-6480.649531,Fracture
14667440.08,4523013.493,-6489.870608,Fracture
14667940.56,4523052.279,-6498.109797,Fracture
14670014.23,4523037.164,-6489.462252,Fracture
14666326.28,4523049.321,-6483.484866,Fracture
14666722.42,4523062.087,-6492.714862,Fracture
14668356.38,4523083.897,-6503.975276,Fracture
14668342.63,4523103.969,-6501.220256,Fracture
14666711.25,4523105.082,-6464.800227,Fracture
14669875.77,4523107.092,-6508.994906,Fracture
14668135.52,4523141.622,-6494.41981,Fracture
14667063.9,4523150.06,-6488.096141,Fracture
14669816.95,4523166.711,-6505.121745,Fracture
14667553.42,4523154.444,-6496.784861,Fracture
14668543,4523190.515,-6493.280345,Fracture
14667233.44,4523178.789,-6466.063495,Fracture
14667915.61,4523200.507,-6490.210353,Fracture
14668876.62,4523196.672,-6500.507045,Fracture
14667623.18,4523191.432,-6483.182841,Fracture
14666467.48,4523215.807,-6473.734851,Fracture
14667442.23,4523208.317,-6492.585894,Fracture
14668573.42,4523223.41,-6493.737933,Fracture
14668208.3,4523239.22,-6486.910388,Fracture
14668383.07,4523233.174,-6503.853099,Fracture
14667312.56,4523231.829,-6479.391291,Fracture
14667316.97,4523229.772,-6488.234172,Fracture
14667354.55,4523230.528,-6466.445826,Fracture
14667446.59,4523228.922,-6484.649005,Fracture
14667041.93,4523240.254,-6485.482829,Fracture
14667830.3,4523270.826,-6473.424624,Fracture
14667884.06,4523268.31,-6489.120768,Fracture
14666150.93,4523262.345,-6473.670947,Fracture
14668956.16,4523270.131,-6495.619639,Fracture
14667515.76,4523266.006,-6500.946841,Fracture
14668229.13,4523292.707,-6505.389064,Fracture
14667471.61,4523282.247,-6475.376666,Fracture
14665495.37,4523306.168,-6495.756289,Fracture
14667955.37,4523317.396,-6495.839549,Fracture
14666683.03,4523322.016,-6487.955279,Fracture
14667635.04,4523310.375,-6471.688975,Fracture
14667944.04,4523341.039,-6498.767657,Fracture
14669058.14,4523333.943,-6493.392588,Fracture
14666652.26,4523335.086,-6467.301539,Fracture
14667151.28,4523340.257,-6474.458941,Fracture
14667961.45,4523382.074,-6492.616633,Fracture
14668462.75,4523377.797,-6487.077685,Fracture
14667551.16,4523372.333,-6467.302943,Fracture
14666625.46,4523397.042,-6463.998202,Fracture
14670392.51,4523411.052,-6508.934298,Fracture
14670723.57,4523404.351,-6498.231433,Fracture
14665472.8,4523419.276,-6479.04909,Fracture
14666803.48,4523422.513,-6460.034373,Fracture
14667292.71,4523433.703,-6480.600497,Fracture
14668093.58,4523458.095,-6497.561198,Fracture
14667133.43,4523452.472,-6490.89416,Fracture
14669841.02,4523465.939,-6497.704287,Fracture
14667722.09,4523455.458,-6467.137751,Fracture
14667900.67,4523482.681,-6493.208133,Fracture
14668868.06,4523471.471,-6495.042582,Fracture
14666883.8,4523471.141,-6471.888926,Fracture
14670558.47,4523478.761,-6523.014483,Fracture
14667619.18,4523476.73,-6475.328929,Fracture
14668165.77,4523509.502,-6472.459536,Fracture
14666663.72,4523500.696,-6484.393496,Fracture
14667031.69,4523525.973,-6497.934336,Fracture
14667734.67,4523512.188,-6478.99528,Fracture
14667670.73,4523529.034,-6497.745654,Fracture
14669143.66,4523554.457,-6490.96242,Fracture
14667674.73,4523542.439,-6476.933749,Fracture
14665625.69,4523560.343,-6486.506137,Fracture
14665746.66,4523567.654,-6467.727427,Fracture
14668315.44,4523577.432,-6479.527804,Fracture
14669603.41,4523576.447,-6490.714114,Fracture
14668601.71,4523583.334,-6484.393084,Fracture
14668012.38,4523606.859,-6499.958537,Fracture
14668309.05,4523607.769,-6479.473155,Fracture
14668354.84,4523605.957,-6472.658923,Fracture
14667718.92,4523595.02,-6479.547534,Fracture
14668121.18,4523625.405,-6473.536654,Fracture
14668185.98,4523620.504,-6495.172488,Fracture
14667385.57,4523608.825,-6493.87939,Fracture
14666891.15,4523621.912,-6489.941088,Fracture
14668152.25,4523648.936,-6471.761493,Fracture
14666495.94,4523647.038,-6480.460986,Fracture
14668530.35,4523658.907,-6487.568057,Fracture
14670594.51,4523666.863,-6479.113002,Fracture
14667328.6,4523671.299,-6481.837321,Fracture
14667678.48,4523661.875,-6498.160083,Fracture
14667786.93,4523667.191,-6481.240413,Fracture
14669238.4,4523682.714,-6508.902484,Fracture
14668842,4523695.114,-6479.883204,Fracture
14668918.22,4523694.6,-6507.184314,Fracture
14666941.55,4523693.745,-6477.021296,Fracture
14668160,4523716.054,-6504.832324,Fracture
14668341.39,4523709.67,-6488.899028,Fracture
14668545.59,4523705.154,-6482.50059,Fracture
14665917.04,4523717.105,-6468.570971,Fracture
14666926.82,4523722.19,-6484.387721,Fracture
14667003.58,4523724.353,-6483.057391,Fracture
14667861.22,4523723.996,-6486.065806,Fracture
14668197.71,4523747.016,-6495.214305,Fracture
14670285.53,4523743.611,-6519.350314,Fracture
14665465.95,4523778.08,-6483.409564,Fracture
14666054.18,4523751.621,-6485.061702,Fracture
14666320.1,4523749.578,-6486.253764,Fracture
14668110.07,4523768.898,-6481.584071,Fracture
14668155.11,4523768.417,-6479.856013,Fracture
14668569.57,4523768.058,-6489.975703,Fracture
14669699.39,4523765.269,-6505.134639,Fracture
14667483.64,4523753.259,-6484.06602,Fracture
14667907.65,4523756.824,-6466.706225,Fracture
14668300.46,4523801.261,-6504.197772,Fracture
14667433.73,4523786.552,-6489.374675,Fracture
14666113.01,4523806.149,-6485.295901,Fracture
14669823.11,4523811.625,-6488.023295,Fracture
14666888.43,4523812.598,-6472.986354,Fracture
14667476.81,4523812.069,-6474.327349,Fracture
14666138.7,4523826.199,-6482.535868,Fracture
14668365.97,4523832.562,-6491.349543,Fracture
14668613.33,4523832.225,-6497.653628,Fracture
14666310.57,4523840.484,-6494.926486,Fracture
14667471.87,4523834.738,-6487.073497,Fracture
14668137.3,4523860.618,-6477.147868,Fracture
14667527.47,4523852.213,-6479.191058,Fracture
14667901.51,4523845.354,-6481.788684,Fracture
14668253.47,4523867.581,-6473.107241,Fracture
14669308,4523869.326,-6493.145472,Fracture
14669490.21,4523872.729,-6481.043788,Fracture
14668465.35,4523884.347,-6504.565661,Fracture
14665645.87,4523880.263,-6487.328105,Fracture
14670316.92,4523895.352,-6499.271838,Fracture
14667553.22,4523887.789,-6493.369761,Fracture
14667067.82,4523898.796,-6490.309237,Fracture
14670054.48,4523912.127,-6514.225718,Fracture
14667901.4,4523906.524,-6488.321055,Fracture
14669105.7,4523945.634,-6493.354213,Fracture
14667878.7,4523936.483,-6495.642535,Fracture
14668666.16,4523991.757,-6488.091143,Fracture
14667094.87,4524008.835,-6473.45283,Fracture
14668299.76,4524043.454,-6504.220103,Fracture
14668973.72,4524052.027,-6491.457248,Fracture
14668680.96,4524087.397,-6472.268451,Fracture
14665929.42,4524086.287,-6482.034655,Fracture
14666508.41,4524088.251,-6505.874499,Fracture
14668299.7,4524111.439,-6510.410724,Fracture
14667350.67,4524096.906,-6500.14551,Fracture
14668727.52,4524120.453,-6506.383159,Fracture
14666436.12,4524109.554,-6497.318675,Fracture
14667353.74,4524116.478,-6495.015063,Fracture
14669264.41,4524133.976,-6509.456508,Fracture
14667020.46,4524138.78,-6503.738055,Fracture
14667322.22,4524140.38,-6478.439509,Fracture
14669307.17,4524169.228,-6487.607554,Fracture
14668314.54,4524185.733,-6497.211398,Fracture
14666684.7,4524197.038,-6500.837603,Fracture
14667696.43,4524186.007,-6496.973704,Fracture
14668148.08,4524193.378,-6488.148761,Fracture
14667469.64,4524212.06,-6476.623866,Fracture
14667862.65,4524208.049,-6472.756648,Fracture
14668907.75,4524224.996,-6479.060206,Fracture
14665923.75,4524227.776,-6507.625537,Fracture
14666636.13,4524226.322,-6489.505076,Fracture
14668647.64,4524235.513,-6508.255519,Fracture
14668138.58,4524227.67,-6490.176753,Fracture
14668329.84,4524249.534,-6512.375865,Fracture
14667760.01,4524258.018,-6475.282916,Fracture
14668582.72,4524277.847,-6477.261203,Fracture
14667923.22,4524264.665,-6497.799075,Fracture
14668881.08,4524283.406,-6491.773974,Fracture
14666132.24,4524280.777,-6503.716433,Fracture
14668522.74,4524299.516,-6496.062121,Fracture
14665905.51,4524311.199,-6507.819049,Fracture
14668074.52,4524299.721,-6485.850344,Fracture
14667857.48,4524332.99,-6494.000727,Fracture
14667492.23,4524358.975,-6472.749224,Fracture
14668432.3,4524393.39,-6479.919459,Fracture
14667630.68,4524375.179,-6478.639071,Fracture
14667256.91,4524390.344,-6502.086444,Fracture
14666450.93,4524404,-6486.124865,Fracture
14668822.82,4524415.804,-6492.254855,Fracture
14667809.19,4524421.31,-6469.091883,Fracture
14668756.17,4524439.894,-6497.32135,Fracture
14667442.58,4524434.728,-6478.039607,Fracture
14667127.88,4524442.309,-6481.334384,Fracture
14668184.65,4524434.413,-6504.153781,Fracture
14667070.6,4524450.213,-6491.694934,Fracture
14666480.7,4524467.742,-6498.009768,Fracture
14666349.75,4524476.03,-6495.519831,Fracture
14667957.44,4524464.477,-6493.56882,Fracture
14667698.63,4524474.42,-6493.419253,Fracture
14667492.38,4524505.372,-6497.294459,Fracture
14668065.39,4524557.521,-6489.002154,Fracture
14667567.85,4524585.188,-6486.568049,Fracture
14668059.18,4524617.303,-6501.862727,Fracture
14668104.82,4524612.58,-6493.915339,Fracture
14667058.42,4524629.908,-6481.524264,Fracture
14667937.36,4524624.433,-6501.653765,Fracture
14668206.42,4524615.874,-6497.466395,Fracture
14667627.36,4524637.493,-6481.060748,Fracture
14667723.04,4524641.825,-6487.248256,Fracture
14668054.5,4524678.52,-6487.241494,Fracture
14667558,4524711.482,-6496.128413,Fracture
14667860.5,4524725.103,-6472.026675,Fracture
14667285.15,4524754.914,-6482.216883,Fracture
14667153.73,4524845.904,-6478.789424,Fracture
14667156.97,4524942.152,-6495.810542,Fracture
14666068.49,4525094.439,-6476.16643,Fracture
14666210.06,4525292.618,-6487.593409,Fracture
14669091.88,4520670.66,-6565.873423,Fracture
14669567.36,4520791.478,-6541.224841,Fracture
14668967.16,4520798.785,-6563.64651,Fracture
14669199.4,4520819.935,-6556.450663,Fracture
14669427.42,4520863.884,-6532.079318,Fracture
14669561.75,4520913.911,-6560.593196,Fracture
14668067.09,4521054.723,-6542.069896,Fracture
14668187.89,4521065.389,-6547.75709,Fracture
14669411.66,4521165.02,-6540.795733,Fracture
14669226.01,4521249.23,-6538.20785,Fracture
14668634.88,4521278.815,-6523.016795,Fracture
14667514.12,4521288.376,-6528.436786,Fracture
14667772.88,4521287.855,-6555.010424,Fracture
14667687.51,4521311.744,-6537.608599,Fracture
14667647.9,4521335.127,-6552.73469,Fracture
14668116.77,4521329.67,-6553.660579,Fracture
14667327.9,4521346.158,-6557.008044,Fracture
14668111.82,4521346.925,-6547.384898,Fracture
14667534.38,4521356.693,-6530.149829,Fracture
14668403.78,4521351.139,-6536.173426,Fracture
14667851.56,4521375.838,-6564.821132,Fracture
14668861.11,4521379.027,-6532.629435,Fracture
14667386.21,4521406.513,-6541.379992,Fracture
14667423.84,4521404.136,-6556.03818,Fracture
14667166.88,4521443.795,-6538.146815,Fracture
14668628.52,4521428.919,-6537.93352,Fracture
14668441.39,4521457.97,-6545.286258,Fracture
14667537.31,4521496.59,-6535.76826,Fracture
14668168.24,4521497.267,-6522.879329,Fracture
14667260.38,4521510.052,-6543.438853,Fracture
14667535.09,4521507.37,-6525.97034,Fracture
14666780.82,4521543.58,-6519.170703,Fracture
14666877.41,4521550.224,-6533.047969,Fracture
14667502.03,4521577.137,-6546.512133,Fracture
14667750.61,4521586.677,-6535.135051,Fracture
14669445.29,4521582.697,-6533.651881,Fracture
14667881.34,4521607.866,-6556.406703,Fracture
14668044.56,4521613.727,-6541.365702,Fracture
14669963.35,4521615.446,-6551.259005,Fracture
14667410.06,4521645.85,-6546.107196,Fracture
14669139.43,4521664.771,-6554.743838,Fracture
14667498.82,4521679.141,-6553.573947,Fracture
14667248.93,4521685.669,-6519.776187,Fracture
14667416.32,4521687.885,-6545.390071,Fracture
14667305.98,4521699.963,-6510.990512,Fracture
14667478.95,4521696.916,-6536.969935,Fracture
14667223.36,4521724.385,-6528.296855,Fracture
14668273.99,4521723.141,-6538.219638,Fracture
14666878.44,4521716.414,-6533.734591,Fracture
14666810.84,4521726.929,-6534.787394,Fracture
14666969.02,4521720.371,-6506.317271,Fracture
14667795.07,4521741.404,-6533.400607,Fracture
14667500.55,4521760.5,-6544.628985,Fracture
14666626.99,4521756.84,-6543.249804,Fracture
14666206.45,4521781.852,-6537.892772,Fracture
14666798.53,4521772.551,-6535.578746,Fracture
14666198.06,4521787.392,-6552.558505,Fracture
14666387.38,4521812.679,-6543.212382,Fracture
14668826.44,4521836.456,-6543.011676,Fracture
14666622.1,4521841.323,-6547.319804,Fracture
14667536.04,4521867.944,-6541.52061,Fracture
14668222.47,4521860.001,-6550.456759,Fracture
14666122.98,4521865.024,-6537.565837,Fracture
14667528.32,4521872.341,-6537.083232,Fracture
14669787.11,4521875.446,-6548.716677,Fracture
14666175.05,4521892.117,-6560.615336,Fracture
14667432.35,4521904.719,-6513.256633,Fracture
14666374.99,4521906.54,-6562.813548,Fracture
14667343.29,4521933.947,-6521.425052,Fracture
14666792.33,4521914.476,-6524.747828,Fracture
14668337.84,4521932.769,-6550.172313,Fracture
14666164.87,4521942.094,-6551.517237,Fracture
14666412.86,4521940.419,-6541.709292,Fracture
14666441.77,4521943.677,-6544.496585,Fracture
14667790.98,4521953.979,-6520.535823,Fracture
14668828.48,4521951.979,-6518.750102,Fracture
14668864.51,4521955.243,-6517.829783,Fracture
14667659.59,4521968.204,-6535.160167,Fracture
14668098.85,4521961.866,-6537.780551,Fracture
14669609.51,4521959.832,-6542.12675,Fracture
14669383.96,4521974.298,-6518.736865,Fracture
14665882.77,4521967.853,-6534.137851,Fracture
14666396.69,4521984.418,-6551.026576,Fracture
14667540.77,4522002.586,-6536.919017,Fracture
14667544.92,4521999.522,-6546.318972,Fracture
14666949.55,4521986.86,-6517.358218,Fracture
14666665.66,4522014.407,-6516.10773,Fracture
14668461.82,4522029.063,-6532.370166,Fracture
14668610.02,4522034.659,-6544.517329,Fracture
14669781.45,4522037.342,-6539.030993,Fracture
14667125.39,4522032.845,-6488.329242,Fracture
14668197.87,4522058.495,-6542.213748,Fracture
14667127.53,4522047.177,-6520.247233,Fracture
14667509.74,4522084.063,-6511.506633,Fracture
14666977.22,4522063.87,-6490.310405,Fracture
14667055.87,4522061.352,-6514.908877,Fracture
14668572.06,4522087.661,-6541.157496,Fracture
14669098.47,4522086.932,-6529.099086,Fracture
14669398.03,4522090.703,-6524.376681,Fracture
14669287.36,4522107.108,-6521.063906,Fracture
14667382.58,4522151.653,-6516.168223,Fracture
14666723.1,4522137.492,-6541.227946,Fracture
14667437.26,4522196.007,-6517.100505,Fracture
14667124.04,4522180.688,-6517.973246,Fracture
14666460.07,4522209.264,-6561.653712,Fracture
14665336.37,4522224.672,-6536.241366,Fracture
14667173.51,4522211.875,-6502.319003,Fracture
14669655.06,4522252.89,-6546.7522,Fracture
14666699.66,4522251.875,-6531.244387,Fracture
14668601.46,4522274.899,-6546.946269,Fracture
14665582.98,4522277.419,-6554.093707,Fracture
14669683.73,4522295.646,-6528.200465,Fracture
14667626.87,4522310.711,-6521.616648,Fracture
14669542.77,4522319.347,-6529.649188,Fracture
14667017.74,4522319.532,-6516.730799,Fracture
14667075.26,4522338.025,-6521.348384,Fracture
14667221.64,4522336.545,-6509.114611,Fracture
14668524.51,4522353.779,-6535.356608,Fracture
14667586.1,4522374.017,-6544.443545,Fracture
14667255.48,4522352.422,-6521.222216,Fracture
14667096.63,4522367.735,-6516.389148,Fracture
14666886.59,4522390.25,-6527.140551,Fracture
14667241.04,4522380.865,-6527.538668,Fracture
14667605.46,4522418.281,-6549.098216,Fracture
14669945.02,4522408.122,-6528.860858,Fracture
14666971.83,4522405.843,-6531.412074,Fracture
14667215.4,4522401.629,-6535.468386,Fracture
14668006.71,4522473.513,-6544.042323,Fracture
14667084.74,4522468.56,-6522.104205,Fracture
14667310.86,4522483.333,-6521.382785,Fracture
14668456.22,4522503.043,-6537.306872,Fracture
14668279.11,4522512.513,-6532.047511,Fracture
14666177,4522509.529,-6547.87852,Fracture
14667250.62,4522502.332,-6537.517894,Fracture
14666907.26,4522523.078,-6537.808291,Fracture
14667145.91,4522512.765,-6538.543086,Fracture
14666279.35,4522531.298,-6535.761798,Fracture
14668638.19,4522557.078,-6519.905246,Fracture
14667078.37,4522545.495,-6527.488955,Fracture
14667928.33,4522569.942,-6534.816912,Fracture
14668382.55,4522576.879,-6530.821681,Fracture
14666359.29,4522577.062,-6548.232066,Fracture
14666962.77,4522571.404,-6540.177035,Fracture
14667010.92,4522584.803,-6518.30308,Fracture
14669599.68,4522593.354,-6544.842593,Fracture
14666250.13,4522592.735,-6553.546725,Fracture
14667687.42,4522609.272,-6526.574794,Fracture
14667746.91,4522607.109,-6550.963542,Fracture
14667694.94,4522623.92,-6529.712878,Fracture
14667233.73,4522601.069,-6509.304614,Fracture
14667406.43,4522607.241,-6515.009906,Fracture
14667963.16,4522622.554,-6527.726245,Fracture
14666175.79,4522620.144,-6555.436908,Fracture
